id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
973,BOX8- Desi Meals,Yes,No,4.1,427,Bannerghatta Road,"Takeaway, Delivery","Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food",500.00,Delivery
975,Midnight Mania,Yes,No,4.1,601,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700.00,Delivery
985,Donne Biriyani House,Yes,No,3.3,212,JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350.00,Delivery
987,FreshMenu,Yes,No,3.3,628,Bannerghatta Road,Delivery,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.00,Delivery
990,Five Star Chicken,Yes,No,3.9,62,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300.00,Delivery
995,Andhra Kitchen,Yes,No,3.9,158,Bannerghatta Road,"Takeaway, Delivery",NA,"Andhra, Biryani",400.00,Delivery
996,Veg By Nature,Yes,No,3.4,14,JP Nagar,"Takeaway, Delivery",NA,North Indian,200.00,Delivery
1000,Behrouz Biryani,Yes,No,4,138,Bannerghatta Road,Delivery,"Gulab Jamun, Vegetable Biryani, Mint Raita",Biryani,650.00,Delivery
1005,Kuttanad,Yes,No,3.6,140,Bannerghatta Road,Quick Bites,NA,"Kerala, South Indian",200.00,Delivery
1011,Shiv Sai Hotel,Yes,No,3.5,74,Bannerghatta Road,Quick Bites,NA,North Indian,400.00,Delivery
1026,Nammura Donne Biriyani,Yes,No,3.4,51,Kanakapura Road,Quick Bites,NA,"Biryani, Fast Food",400.00,Delivery
1030,Krishna Kuteera South,Yes,No,4,117,Bannerghatta Road,Casual Dining,NA,"South Indian, North Indian, Chinese",500.00,Delivery
1041,Indian Food,Yes,No,2.9,345,BTM,"Takeaway, Delivery",NA,"North Indian, Biryani, Chinese, Momos",450.00,Delivery
1042,Tandoori Paradise,Yes,No,3.5,8,BTM,Delivery,NA,"North Indian, Chinese",600.00,Delivery
1043,Kolkata Kathi Rolls,Yes,No,3.8,23,JP Nagar,Quick Bites,NA,Rolls,150.00,Delivery
1048,Nati Palace,Yes,No,3.5,11,JP Nagar,Quick Bites,NA,"South Indian, North Indian",200.00,Delivery
1053,Upahara Bhavan,Yes,No,3.8,55,Bannerghatta Road,Quick Bites,"Masala Dosa, Idli, Coffee, Vada, Set Dosa","South Indian, North Indian, Chinese",300.00,Delivery
1057,Jaganath Hotel and Restaurant,Yes,No,3.6,35,JP Nagar,Quick Bites,NA,"North Indian, Chinese",200.00,Delivery
1065,A M Biryani Hotel,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Biryani, Fast Food",300.00,Delivery
1068,Just Shawarma,Yes,No,3.6,137,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300.00,Delivery
1071,Fish Chain,Yes,No,3.9,37,JP Nagar,"Takeaway, Delivery",Fish Curry,"Seafood, BBQ, Biryani",250.00,Delivery
1083,New Kabab Zone,Yes,No,3.6,102,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Biryani, Rolls",500.00,NA
1085,Bawarchi Paradise,Yes,No,3.5,89,Bannerghatta Road,Quick Bites,NA,"North Indian, Biryani",500.00,Delivery
1089,Darjeeling Momos & Fast Food Center,Yes,No,3.8,37,Bannerghatta Road,Quick Bites,NA,"Fast Food, Momos",250.00,Delivery
1096,Food Ka Masti,Yes,No,3.2,45,Bannerghatta Road,Delivery,NA,"North Indian, Chinese, South Indian",400.00,Delivery
1098,Momo Junction,Yes,No,3.8,87,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Momos",100.00,Delivery
1100,Faasos,Yes,No,3.9,251,Bannerghatta Road,Delivery,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls","North Indian, Biryani, Fast Food",500.00,Delivery
1106,Amritsari Kulcha Land,Yes,No,4.1,260,JP Nagar,Quick Bites,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",North Indian,300.00,Delivery
1109,Grills & Rolls,Yes,No,2.5,321,JP Nagar,Quick Bites,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","North Indian, Chinese, Fast Food, Rolls, Juices",400.00,Delivery
1116,UBQ By Barbeque Nation,Yes,No,3.4,9,JP Nagar,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450.00,Delivery
1119,Seasons,Yes,Yes,3.8,500,Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000.00,Delivery
1123,Moksha,Yes,No,3.6,42,Kanakapura Road,"Casual Dining, Bar",NA,"Chinese, North Indian, Andhra, South Indian",1500.00,Delivery
1126,Shanghai Court,Yes,No,4.2,421,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700.00,Delivery
1130,Richie Rich,Yes,No,3.1,14,JP Nagar,"Takeaway, Delivery",NA,"Desserts, Ice Cream, Beverages",250.00,Delivery
1134,Fresh Dinner,Yes,No,3.1,105,Bannerghatta Road,"Takeaway, Delivery",NA,"North Indian, Biryani",500.00,Delivery
1137,Krispy Kreme,Yes,No,3.7,14,Bannerghatta Road,Dessert Parlor,NA,"Desserts, Beverages",300.00,Delivery
1140,Hotel Brundavan,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian, Chinese",250.00,Delivery
1145,Elegant Dining,Yes,Yes,3.6,225,Bannerghatta Road,Casual Dining,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala","Biryani, North Indian, Chinese",700.00,Delivery
1146,AlienSip,Yes,No,3.6,11,BTM,Beverage Shop,NA,Juices,200.00,Delivery
1149,Samruddhi Biryani,Yes,No,3,45,Bannerghatta Road,Delivery,NA,"Biryani, North Indian",700.00,Delivery
1150,Ande Ka Funda,Yes,No,3.2,56,Bannerghatta Road,Quick Bites,NA,"North Indian, Fast Food, Rolls",250.00,Delivery
1153,Samosa Singh,Yes,No,4,153,JP Nagar,Quick Bites,"Samosa, Chicken Chettinad, Murgh Makhani","Street Food, Fast Food, Rolls, Desserts",200.00,Delivery
1154,Cravings,Yes,No,3.7,139,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400.00,Delivery
1155,Nagas,Yes,No,3.1,10,JP Nagar,Quick Bites,NA,Andhra,300.00,Delivery
1156,Thalassery Restaurant,Yes,No,0,0,Bannerghatta Road,Casual Dining,NA,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600.00,Delivery
1157,Matka,Yes,No,3.7,181,Bannerghatta Road,Delivery,Biryani,"Biryani, North Indian",500.00,Delivery
1161,Ahmed's Little Hut,Yes,No,0,0,BTM,Quick Bites,NA,Fast Food,250.00,Delivery
1164,Babu Moshai,Yes,No,3,43,Bannerghatta Road,Quick Bites,NA,"Fast Food, Bengali",500.00,Delivery
1167,Banashankari Nati Style,Yes,No,3.6,8,JP Nagar,Quick Bites,NA,South Indian,300.00,Delivery
1169,Chandrima's Kitchen,Yes,No,3.7,38,Bannerghatta Road,"Takeaway, Delivery",NA,"Bengali, North Indian",400.00,Delivery
1170,Keventers,Yes,No,3.8,29,Bannerghatta Road,"Beverage Shop, Dessert Parlor",NA,"Desserts, Beverages, Ice Cream",400.00,Delivery
1171,Bikaner Jn,Yes,No,3.9,85,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300.00,Delivery
1172,Crunch Pizzas,Yes,No,2.6,473,BTM,Quick Bites,"Pie, Thin Crust Pizza, Cheesy Pizza, Pepperoni Pizza, Paneer Pizza","Italian, Pizza",600.00,NA
1175,Lassi Berg,Yes,No,3.4,13,BTM,Takeaway,NA,Juices,100.00,Delivery
1183,The Gujarat Express,Yes,No,3.1,16,Bannerghatta Road,"Quick Bites, Sweet Shop",NA,"Street Food, Mithai, North Indian",250.00,Delivery
1184,Ovenstory Pizza,Yes,No,4,166,Bannerghatta Road,Delivery,Cheesy Pizza,Pizza,750.00,Delivery
1186,Vishal Foods,Yes,No,3.3,57,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, Street Food",250.00,Delivery
1191,Sri Sai 99 Variety Dosa,Yes,No,3.7,32,Bannerghatta Road,Quick Bites,NA,South Indian,300.00,Delivery
1192,Artinci Artisanal Ice Cream,Yes,No,0,0,JP Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",300.00,Delivery
1194,Kolkata Famous Kati Roll,Yes,No,3.5,11,JP Nagar,Quick Bites,NA,"Rolls, Chinese",200.00,Delivery
1197,Chefeana,Yes,No,4,212,Bannerghatta Road,Quick Bites,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",North Indian,400.00,Delivery
1202,Parisar Veg Restaurant,Yes,No,3.6,8,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, South Indian",400.00,Delivery
1204,Deejas Kitchen,Yes,No,3.9,73,Bannerghatta Road,"Takeaway, Delivery","Pothichoru, Roast Chicken, Fish Fry","South Indian, Kerala",400.00,Delivery
1209,Eat Well,Yes,No,2.9,22,JP Nagar,Delivery,NA,"North Indian, Chinese",400.00,Delivery
1210,Dev's Gugababa,Yes,No,3.5,177,BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500.00,Delivery
1216,The Cake Ville,Yes,No,3.2,18,JP Nagar,"Bakery, Quick Bites",NA,"Bakery, Desserts, Fast Food",300.00,Delivery
1218,Chow San,Yes,No,3,122,Bannerghatta Road,Casual Dining,Noodles,"Chinese, Thai, Momos",500.00,NA
1220,New Udupi Grand,Yes,No,3.5,47,JP Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese",300.00,Delivery
1221,New Karawali Lunch Home,Yes,No,3.5,20,Bannerghatta Road,Quick Bites,NA,Mangalorean,350.00,Delivery
1222,SR Choco Station,Yes,No,3.4,7,JP Nagar,"Takeaway, Delivery",NA,Desserts,200.00,Delivery
1223,Bangalore Pantry,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, Biryani, Arabian",400.00,Delivery
1224,Momo Jojo,Yes,No,4.3,539,JP Nagar,Quick Bites,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos","Chinese, Tibetan, Momos",300.00,Delivery
1225,Pizza Palace,Yes,No,0,0,Bommanahalli,Quick Bites,NA,"Pizza, Fast Food",300.00,Delivery
1226,Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,Casual Dining,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish","North Indian, Chinese, Seafood, Biryani, Mangalorean",800.00,Delivery
1227,Delhi Biryani Cafe,Yes,No,3.5,10,BTM,Quick Bites,NA,"North Indian, Biryani",250.00,Delivery
1228,Rithika's Kitchen,Yes,No,3.8,106,JP Nagar,Delivery,"Mutton Curry, Chicken Fry, Chicken Biryani, Chicken Curry","Biryani, South Indian, Andhra",350.00,Delivery
1232,Chai Point,Yes,No,3.6,132,Bannerghatta Road,"Beverage Shop, Quick Bites","Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav","Tea, Beverages, Fast Food",250.00,Delivery
1234,Cravy Wings,Yes,No,4.2,289,Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",400.00,Delivery
1236,A1 Garam Masala,Yes,No,3.6,25,Kanakapura Road,Casual Dining,NA,"North Indian, South Indian, Andhra, Chinese",600.00,Delivery
1238,Guru Palace,Yes,No,3.1,106,Bannerghatta Road,Casual Dining,NA,"Chinese, North Indian",450.00,Delivery
1241,Zeeshan,Yes,No,3.1,320,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Mughlai, Biryani, Rolls",600.00,Delivery
1242,Ambara Gardenia,Yes,Yes,3.8,257,Bannerghatta Road,Casual Dining,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan","Andhra, North Indian, Chinese, Seafood",800.00,Delivery
1244,Five Star Chicken,Yes,No,3.2,100,Bannerghatta Road,Quick Bites,NA,"Fast Food, Burger",250.00,Delivery
1245,Bhavani Chats,Yes,No,3.6,34,Bannerghatta Road,Quick Bites,NA,Street Food,100.00,Delivery
1248,More Pizza,Yes,No,3.8,46,JP Nagar,Quick Bites,"Pizza, Garlic Bread, Chicken Lasagne",Pizza,450.00,Delivery
1253,Machali Port,Yes,No,3.9,34,JP Nagar,Casual Dining,"Sea Food, Anjal Masala Fry, Fish Curry, Thali, Neer Dosa","Mangalorean, Seafood, North Indian",750.00,Delivery
1254,Naati Manae,Yes,No,3.1,10,JP Nagar,Food Court,NA,"South Indian, Biryani",500.00,Delivery
1258,Sambram Biriyani Paradise,Yes,No,3.5,97,JP Nagar,Casual Dining,NA,"Biryani, North Indian, Chinese",600.00,Delivery
1259,Mr. Meetharam,Yes,No,3.2,34,JP Nagar,Quick Bites,NA,"Mithai, Street Food",150.00,Delivery
1262,Angel Restaurant,Yes,No,2.8,165,Bannerghatta Road,Quick Bites,NA,"Kerala, South Indian, North Indian",450.00,Delivery
1263,Wow Momo,Yes,No,3.3,12,JP Nagar,Quick Bites,NA,"Tibetan, Momos",300.00,Delivery
1264,Pizza Da Dhaba,Yes,No,2.9,57,Bannerghatta Road,Quick Bites,NA,"Fast Food, Pizza",400.00,Delivery
1265,Kalpavruksha,Yes,No,3.9,99,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian",300.00,Delivery
1269,Tandoor And Spice,Yes,No,4,181,JP Nagar,Casual Dining,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka","North Indian, Chinese, Biryani, Hyderabadi",550.00,Delivery
1272,Paratha Plaza,Yes,No,3.8,171,JP Nagar,Quick Bites,"Aloo Paratha, Manchurian",North Indian,250.00,Delivery
1273,Krishna Vijayashree,Yes,No,3.5,13,Bannerghatta Road,Casual Dining,NA,"Biryani, North Indian, Chinese",700.00,Delivery
1275,Tasty Point,Yes,No,3.3,9,Bannerghatta Road,Delivery,NA,"Burger, Sandwich, Finger Food",300.00,Delivery
1276,Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,Dessert Parlor,NA,Ice Cream,130.00,Delivery
1277,Namma Kudla,Yes,No,3.9,200,JP Nagar,Quick Bites,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal","Mangalorean, North Indian, Chinese, Seafood",400.00,Delivery
1278,Triveni,Yes,No,3.6,33,Bannerghatta Road,Casual Dining,NA,"Andhra, North Indian, Chinese",600.00,Delivery
1282,Dine One One Restaurant,Yes,No,3.6,15,Bannerghatta Road,Casual Dining,NA,"South Indian, Continental, North Indian",500.00,Delivery
1283,Pallavas Veg Cuisine,Yes,No,3.6,46,Bannerghatta Road,Casual Dining,NA,"North Indian, South Indian, Chinese",600.00,Delivery
1286,Brundhavana Pure Veg,Yes,No,3.7,98,JP Nagar,Casual Dining,NA,"South Indian, North Indian, Chinese, Beverages",500.00,Delivery
1287,Spice Up,Yes,No,3.8,146,JP Nagar,Casual Dining,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",Chinese,600.00,NA
1295,DeliBoin,Yes,No,3.7,67,BTM,Delivery,NA,South Indian,150.00,Delivery
1296,FRYBIES,Yes,No,3.3,15,Bannerghatta Road,Quick Bites,NA,Fast Food,350.00,Delivery
1300,Bean D'er Cafe,Yes,No,3.5,8,JP Nagar,Quick Bites,NA,"Tamil, Fast Food",250.00,Delivery
1301,Chaat Chatore,Yes,No,3.1,19,Bannerghatta Road,Quick Bites,NA,Fast Food,300.00,Delivery
1304,Y Not Restaurant,Yes,No,3.1,4,JP Nagar,"Takeaway, Delivery",NA,Fast Food,300.00,Delivery
1305,24/7 Food Service,Yes,No,3,7,JP Nagar,"Takeaway, Delivery",NA,"South Indian, North Indian, Fast Food",300.00,Delivery
1308,China Town 07,Yes,No,0,0,BTM,Quick Bites,NA,"Chinese, Momos",300.00,Delivery
1311,Burrito Boys,Yes,No,3,6,Bannerghatta Road,"Food Court, Quick Bites",NA,"Mexican, Tex-Mex",400.00,Delivery
1315,Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,NA,"North Indian, Biryani",300.00,Delivery
1321,Momo King,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Momos, Fast Food",200.00,Delivery
1322,New Prashanth Hotel,Yes,No,3.1,64,JP Nagar,Casual Dining,"Mutton Biryani, Chicken Biryani","South Indian, Biryani, Chinese, North Indian",750.00,Delivery
1324,Late Night,Yes,No,3.7,288,Kumaraswamy Layout,Quick Bites,"Panneer Butter Masala, Manchurian, Noodles, Tandoori Roti, Naan, Paratha, French Fries","North Indian, Chinese",500.00,Delivery
1325,Kettle & Kegs,Yes,No,3.3,4,Bannerghatta Road,Delivery,NA,"Tea, Beverages",200.00,Delivery
1327,Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",South Indian,100.00,Delivery
1329,Bombay Kulfi,Yes,No,3.7,41,JP Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",150.00,Delivery
1330,Chaat Central,Yes,No,3.3,4,Bannerghatta Road,Food Court,NA,"Street Food, North Indian",300.00,Delivery
1335,Dhabeliwala,Yes,No,3.8,44,JP Nagar,Kiosk,NA,"Street Food, Beverages, Gujarati",250.00,Delivery
1336,Rayaan's BBQ,Yes,No,3.3,6,BTM,Quick Bites,NA,"North Indian, BBQ",350.00,Delivery
1338,Chaat Junction,Yes,No,3.7,49,Bannerghatta Road,Quick Bites,NA,Street Food,200.00,Delivery
1340,Street Foods by Punjab Grill,Yes,No,3.6,19,Bannerghatta Road,Food Court,NA,"Street Food, North Indian, Beverages",800.00,Delivery
1341,Tiwari's Ghee Paratha and Chats,Yes,No,3.2,6,JP Nagar,Quick Bites,NA,"North Indian, Street Food",200.00,Delivery
1342,Spurthi Foods,Yes,No,3.7,71,BTM,"Takeaway, Delivery",NA,Andhra,300.00,Delivery
1343,Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,NA,North Indian,800.00,Delivery
1344,Pot Biryani,Yes,No,3.1,166,Bannerghatta Road,Quick Bites,Chicken Biryani,"North Indian, Chinese, Biryani, Seafood",600.00,NA
1349,Halli Mane MUDDE OOTA,Yes,No,3.5,14,JP Nagar,Quick Bites,NA,South Indian,300.00,Delivery
1351,Eat & Joy Restaurant,Yes,No,3,7,JP Nagar,NA,NA,"Fast Food, Finger Food",300.00,Delivery
1353,Wow Vada Pav,Yes,No,3.3,46,Bannerghatta Road,Quick Bites,NA,"Fast Food, Street Food",150.00,Delivery
1361,Nandhanus Rasoi,Yes,No,3.4,9,Jayanagar,Quick Bites,NA,"Chinese, Rolls, North Indian",200.00,Delivery
1366,Intalia,Yes,No,3.6,323,Bannerghatta Road,Food Court,"Pasta, Garlic Bread, Salads, Chicken Lasagne, Blueberry Cheesecake, Salad, Thin Crust Pizza","Pizza, Italian",800.00,Delivery
1367,Chicken County Restaurant,Yes,No,3.5,10,Bannerghatta Road,Casual Dining,NA,"North Indian, Chinese, Fast Food",400.00,Delivery
1368,Velvet Kitchen,Yes,No,3.5,15,Bannerghatta Road,Casual Dining,NA,"North Indian, Chinese",600.00,Delivery
1369,Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,"Akki Rottis, Neer Dosa",North Indian,300.00,Delivery
1371,Eatsomnia,Yes,No,0,0,JP Nagar,Delivery,NA,"North Indian, South Indian, Chinese, Continental",500.00,Delivery
1373,New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"Roti, Chicken Biryani","North Indian, Chinese",350.00,Delivery
1375,The Kitchen,Yes,No,0,0,JP Nagar,Casual Dining,NA,"North Indian, Andhra, Chinese",800.00,Delivery
1376,Mahek Pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,NA,Pizza,400.00,Delivery
1377,Asha Sweets Centre,Yes,No,3.9,42,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa",Fast Food,250.00,Delivery
1378,KC Das- Sweet World,Yes,No,3.3,5,JP Nagar,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200.00,Delivery
1380,Panther Cafe,Yes,No,3.5,8,BTM,Beverage Shop,NA,Beverages,200.00,Delivery
1382,Lassi Ghar,Yes,No,0,0,Bannerghatta Road,Beverage Shop,NA,"Beverages, Ice Cream, Juices, Sandwich",150.00,Delivery
1383,Authentic Aandhra,Yes,No,0,0,BTM,Delivery,NA,"Andhra, North Indian",300.00,Delivery
1384,Juicy Momos,Yes,No,3.1,21,Bannerghatta Road,Food Court,NA,"Tibetan, Momos",250.00,Delivery
1385,Roots n Fruits,Yes,No,3.6,13,JP Nagar,Beverage Shop,NA,"Beverages, Juices, Healthy Food",250.00,Delivery
1387,Kaizen Wellness Kitchen,Yes,No,3.7,37,JP Nagar,Casual Dining,NA,"Asian, Continental, European",800.00,Delivery
1388,Big Mishra Pedha,Yes,No,3.3,7,Bannerghatta Road,Sweet Shop,NA,"Mithai, Desserts, Fast Food",300.00,Delivery
1389,Mad Over Donuts,Yes,No,3.1,17,Bannerghatta Road,Dessert Parlor,NA,"Bakery, Desserts, Beverages",450.00,Delivery
1390,Kolkata Famous Kati Rolls,Yes,No,3.1,25,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Rolls",100.00,Delivery
1391,Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,"Coffee, Masala Dosa","South Indian, Street Food, Juices",200.00,Delivery
1392,RBP Greens Garden,Yes,No,2.7,48,BTM,Casual Dining,NA,"North Indian, Chinese",700.00,Delivery
1394,Dazu Momoz,Yes,No,3.1,8,Bannerghatta Road,Kiosk,NA,"Tibetan, Momos",200.00,Delivery
1395,Desi Dhaba,Yes,No,3.3,13,BTM,Delivery,NA,"North Indian, Chinese",400.00,Delivery
1397,Pika's Kitchen,Yes,No,3.4,24,Bannerghatta Road,Casual Dining,NA,"Continental, Italian",800.00,Delivery
1399,Lassi Cafe,Yes,No,3.4,16,Bannerghatta Road,Beverage Shop,NA,"Beverages, Ice Cream",150.00,Delivery
1402,Atithi Biryani Corner,Yes,No,3.3,4,JP Nagar,Quick Bites,NA,"Biryani, South Indian",200.00,Delivery
1403,Oottupura Family Restaurant,Yes,No,3.4,224,Bannerghatta Road,Quick Bites,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam","Kerala, South Indian, Biryani",400.00,Delivery
1405,Yumme Veg,Yes,No,3.6,14,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Street Food",200.00,Delivery
1406,Shree Guru Raghavendra Chats Chintamani Special,Yes,No,3.6,26,Bannerghatta Road,Quick Bites,NA,"Street Food, Fast Food",200.00,Delivery
1408,Havmor,Yes,No,3.5,21,JP Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",200.00,Delivery
1409,Sri Sankara Cafe,Yes,No,3.6,26,BTM,Quick Bites,NA,South Indian,100.00,Delivery
1412,Sri Krishna Sagar,Yes,No,3.4,19,Kanakapura Road,Quick Bites,NA,"South Indian, North Indian, Chinese",300.00,Delivery
1414,Momo Time,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Momos, American",600.00,Delivery
1415,Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Sweet Shop,NA,"Mithai, Street Food",250.00,Delivery
1418,Chicken Man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries","Roast Chicken, Burger",400.00,Delivery
1419,Only Sharjah,Yes,No,0,0,BTM,Beverage Shop,NA,Beverages,200.00,Delivery
1420,Chef Baker's,Yes,No,3.6,23,Bannerghatta Road,"Bakery, Quick Bites",NA,Bakery,450.00,Delivery
1421,Sree Ganesha Fruits & Juice,Yes,No,3.4,5,Bannerghatta Road,Beverage Shop,NA,Juices,100.00,Delivery
1422,Goli Vada Pav No. 1,Yes,No,3.2,44,JP Nagar,Quick Bites,NA,Street Food,200.00,Delivery
1423,Nandhana Palace,No,Yes,4.1,1000,Bannerghatta Road,"Casual Dining, Bar","Chicken Guntur, Hyderabadi Chicken Biryani, Andhra Meal, Mutton Biryani, Vegetable Biryani, Andhra Style Chilli Chicken, Mojito","Andhra, Biryani, North Indian, Chinese",800.00,Delivery
1424,Happy Eats,Yes,No,0,0,JP Nagar,Delivery,NA,"North Indian, Continental",300.00,Delivery
1426,Thejas Bhavan,Yes,No,3.5,27,Bannerghatta Road,Quick Bites,NA,"North Indian, South Indian, Chinese",400.00,Delivery
1428,Graffitea,Yes,No,3.7,16,BTM,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",200.00,Delivery
1429,Gappe,Yes,No,3.8,32,Bannerghatta Road,Kiosk,NA,Street Food,200.00,Delivery
1432,Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,NA,"North Indian, South Indian, Chinese, Biryani, Mexican",700.00,Delivery
1433,TFI - The Fresh Ice Cream,Yes,No,3.2,41,Bannerghatta Road,Dessert Parlor,NA,"Ice Cream, Beverages",400.00,Delivery
1434,Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,NA,North Indian,500.00,Delivery
1435,Just Chill,Yes,No,3.4,54,BTM,Beverage Shop,NA,Beverages,250.00,Delivery
1437,BEIR,No,No,0,0,Bannerghatta Road,Casual Dining,NA,"Mexican, American",800.00,Delivery
1439,Udupi Thaja Thindi,Yes,No,2.9,42,BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250.00,Delivery
1442,Hot Burg,Yes,No,3.5,51,Bannerghatta Road,Quick Bites,NA,"Fast Food, Juices",200.00,Delivery
1444,Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,NA,"North Indian, Chinese",400.00,Delivery
1445,Roll Wala,Yes,No,3.3,7,JP Nagar,"Takeaway, Delivery",NA,"Rolls, Juices",300.00,Delivery
1448,F3 Food Fun Fiesta,Yes,No,3.3,31,Bannerghatta Road,"Takeaway, Delivery",NA,"Chinese, Fast Food, North Indian",500.00,Delivery
1452,Kulkarni's New Uttara Karnataka Food Speciality Stores,Yes,No,3.4,6,JP Nagar,Quick Bites,NA,South Indian,250.00,Delivery
1453,The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,NA,"Fast Food, Italian, Pizza",300.00,Delivery
